	r_cntr	object_id	raj2000	dej2000	e_raj2000	e_dej2000	smss_j	mean_epoch	rms_epoch	glon	glat	flags	nimaflags	ngood	ngood_min	nch_max	density	u_flags	u_nimaflags	u_ngood	u_nch	u_nclip	v_flags	v_nimaflags	v_ngood	v_nch	v_nclip	g_flags	g_nimaflags	g_ngood	g_nch	g_nclip	r_flags	r_nimaflags	r_ngood	r_nch	r_nclip	i_flags	i_nimaflags	i_ngood	i_nch	i_nclip	z_flags	z_nimaflags	z_ngood	z_nch	z_nclip	class_star	flags_psf	radius_petro	u_psf	e_u_psf	u_rchi2var	u_petro	e_u_petro	v_psf	e_v_psf	v_rchi2var	v_petro	e_v_petro	g_psf	e_g_psf	g_rchi2var	g_petro	e_g_petro	r_psf	e_r_psf	r_rchi2var	r_petro	e_r_petro	i_psf	e_i_psf	i_rchi2var	i_petro	e_i_petro	z_psf	e_z_psf	z_rchi2var	z_petro	e_z_petro	ebmv_sfd	prox	prox_id	dr1_id	dr1_dist	twomass_key	twomass_dist	allwise_cntr	allwise_dist	ucac4_mpos	ucac4_dist	refcat2_id	refcat2_dist	ps1_dr1_id	ps1_dr1_dist	galex_guv_id	galex_guv_dist	gaia_dr2_id1	gaia_dr2_dist1	gaia_dr2_id2	gaia_dr2_dist2
☄	181.34	406586051	218.289048	-78.07468	36	36	143309.37-780428.8	57199.4284	0.002	308.23535	-16.263565	0	0	2	2	1	2.0			0		0			0		0			0		0			0		0	0	0	2	1	0			0		0	0.622	0	8.25																					18.8664	0.0424	23.098	18.8202	0.2012						0.1232	11.3	406586281									534214711	0.17					5785783468452834944	0.17	5785783468449876864	8.24
☄	182.35	406586174	218.745635	-78.100555	36	36	143458.95-780601.9	57199.427	0.0	308.31445	-16.325102	0	0	1	1	1	2.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.498	0	10.56																					19.3905	0.0262	0.0	19.5603	0.178						0.1181	8.5	406586173	246421341	8.45			2160078801351054879	9.3			849012340	0.14					5785782643819104000	0.14	5785782639517374336	8.15
☄	182.76	406586281	218.280158	-78.077235	36	36	143307.23-780438.0	57199.427	0.0	308.2325	-16.265177	0	0	1	1	1	3.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.542	0	7.92																					19.0439	0.0169	0.0	19.0671	0.1548						0.1232	7.9	406586282					2160078801351057654	7.42			849011825	0.27					5785783464151148032	0.27	5785783468449876864	5.93
☄	182.92	406586241	218.734208	-78.115888	25	29	143456.20-780657.1	57218.4076	175.3143	308.30573	-16.33817	0	0	19	4	1	2.0			0		0			0		0	0	0	4	1	0	0	0	5	1	0	0	0	5	1	0	0	0	5	1	1	0.982	0	5.27											16.9024	0.0393	37.559	16.9691	0.0582	16.4904	0.0241	10.346	16.4762	0.0559	16.2043	0.0083	2.559	16.2015	0.0231	16.0825	0.0119	15.707	16.0603	0.0208	0.1232	11.8	406586242	246421386	0.05	888892525	0.14	2160078801351053876	0.05			143508230	0.14					5785770892788577024	0.14	5785770858428837760	5.88
☄	183.09	406586247	218.72034	-78.122935	86	25	143452.88-780722.5	57369.1327	299.4413	308.30005	-16.343458	1	0	11	1	1	3.0			0		0			0		0	0	0	1	1	0	1	0	2	1	1	1	0	4	1	0	0	0	4	1	0	0.854	0	7.3											17.6931	0.0337	0.0	17.6279	0.1276	17.3796	0.0139	27.831	17.4859	0.1601	17.069	0.0285	19.398	16.8907	0.115	17.0206	0.0187	3.586	16.9466	0.0778	0.1232	8.0	406586246	246421390	0.26	888892552	0.18	2160078801351053537	8.61	2838956	8.71	282451152	0.25					5785770858428836352	0.25	5785770854127093760	8.08
☄	183.46	406586437	218.343304	-78.139451	14	37	143322.39-780822.0	57211.9667	210.5486	308.21912	-16.327425	0	0	17	1	1	1.0	0	0	1	1	0	0	0	2	1	0	0	0	2	1	0	0	0	3	1	0	0	0	4	1	0	0	0	5	1	0	0.984	0	5.79	17.077	0.0214	0.0	17.1479	0.1099	16.7576	0.1194	107.138	16.7718	0.1524	15.2258	0.0158	4.045	15.2264	0.0175	14.8405	0.0066	0.561	14.854	0.0221	14.5758	0.0053	0.036	14.5827	0.0072	14.4797	0.0095	3.582	14.4776	0.0077	0.1232	15.0		246421527	0.04	1203886511	0.11	2160078801351053626	0.16	2834390	0.17	44059604	0.19					5785782231502237440	0.19	5785782231499701120	2.33
☄	183.68	406586118	218.677441	-78.064495	8	25	143442.58-780352.1	57164.1926	139.687	308.31622	-16.286427	3	9	19	2	1	3.0	0	4	3	1	0	0	2	3	1	0	0	0	2	1	0	2	0	3	1	0	3	3	3	1	0	3	0	5	1	0	0.987	0	4.35	15.4121	0.034	14.899	15.4576	0.0733	15.0045	0.0068	0.103	15.0489	0.0579	14.0305	0.0074	0.555	14.0528	0.0096	13.7737	0.0076	1.495	13.7846	0.0075	13.6192	0.0061	0.631	13.6334	0.0067	13.5849	0.006	1.64	13.6004	0.0191	0.1181	10.0	406586119	246421294	0.08	888892343	0.21	2160078801351053550	0.31	2860068	0.25	44059827	0.12					5785876750844114304	0.12	5785876750843320960	10.09
☄	184.63	406586464	218.476909	-78.151065	25	25	143354.45-780903.8	57199.4305	0.001	308.2405	-16.349049	0	0	2	1	1	1.0			0		0			0		0			0		0			0		0	0	0	1	1	0	0	0	1	1	0	0.657	0	6.6																					18.3895	0.0135	0.0	18.4205	0.0943	18.2428	0.0584	0.0	18.7533	0.1808	0.1232	15.0		246421549	0.08							534215066	0.23					5785782055401781504	0.23	5785782055401779200	12.14
☄	185.64	406586285	218.256289	-78.088543	16	55	143301.50-780518.7	57199.4291	0.0014	308.22314	-16.273592	0	0	4	2	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.928	0	6.11																					18.3111	0.0372	15.925	18.3843	0.0506	18.245	0.0209	0.158	18.4959	0.0961	0.1232	15.0		246421415	0.26							534214641	0.11					5785783429791396480	0.11	5785783434090124416	12.79
☄	185.66	406586026	218.42884	-78.050569	36	36	143342.92-780302.0	57199.4298	0.0	308.27298	-16.252996	0	0	1	1	1	2.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.479	0	10.56																					19.1233	0.0241	0.0	19.5342	0.2139						0.1181	11.8	406586020					2160078801351055012	10.77			849011992	0.2					5785783876468031744	0.2	5785783979547251584	8.54
☄	185.97	406586040	218.368888	-78.056013	80	36	143328.53-780321.6	57081.7539	171.5413	308.25888	-16.253027	3	0	3	1	1	3.0			0		0			0		0			0		0			0		0	3	0	1	1	0	3	0	2	1	0	0.93	3	6.93																					18.0239	0.0186	0.0	17.8075	0.0557	17.9722	0.0613	16.519	17.9562	0.1044	0.1181	4.3	406586039	246421246	0.45	1203886225	4.41	2160078801351054639	3.9			534214850	0.43					5785783876468030976	0.43	5785783846404924160	4.34
☄	185.97	406593224	218.637424	-78.143224	34	24	143432.98-780835.6	57216.6003	142.7543	308.27524	-16.35513	0	0	21	3	1	1.0			0		0			0		0	0	0	3	1	1	0	0	5	1	0	0	0	6	1	0	0	0	7	1	0	0.983	0	5.74											16.8191	0.0087	8.789	16.8578	0.0541	16.4922	0.0251	18.03	16.4979	0.0612	16.2456	0.0076	2.43	16.2275	0.0147	16.1669	0.0163	12.835	16.1667	0.0211	0.1232	15.0		246426317	0.0	888892626	0.07	2160078801351054016	0.09			143508163	0.12					5785770716688119552	0.12	5785770720984822016	4.26
☄	187.03	406593202	218.720215	-78.125327	14	20	143452.85-780731.1	57255.6946	162.4934	308.299	-16.345634	0	8	18	4	1	2.0			0		0			0		0	0	3	4	1	0	0	0	5	1	0	0	3	4	1	0	0	2	5	1	0	0.983	0	4.38											15.2811	0.0093	2.724	15.2861	0.0146	14.7344	0.0095	3.948	14.7505	0.009	14.3411	0.0053	0.873	14.3595	0.0096	14.1528	0.0066	1.943	14.1743	0.0124	0.1232	8.6	406586247	246426300	0.04	888892562	0.05	2160078801351053537	0.04	2838956	0.12	44059854	0.11					5785770858428835584	0.11	5785770858428836352	8.6
☄	187.13	406586007	218.621804	-78.054517	443	124	143429.23-780316.2	57199.4305	0.001	308.30945	-16.272654	0	0	2	1	1	1.0			0		0			0		0			0		0			0		0	0	0	1	1	0	0	0	1	1	0	0.492	0	8.25																					19.0212	0.1583	0.0	18.431	0.1051	18.3297	0.058	0.0	17.9566	0.1294	0.1181	15.0						2160078801351054781	0.8			849012198	1.08					5785876823854518784	1.08	5785783739029059328	2.19
☄	187.39	406593220	218.69047	-78.134222	103	56	143445.71-780803.1	57293.7585	398.067	308.28943	-16.351295	3	0	10	1	1	4.0			0		0			0		0			0		0	0	0	1	1	0	3	0	4	1	0	3	0	5	1	0	0.879	7	7.67																17.4294	0.0679	0.0	16.8116	0.151	17.0443	0.034	1.226	16.8428	0.0269	17.0025	0.0274	0.531	16.7117	0.0471	0.1232	5.4	406593204	246426314	0.24	888892597	0.04	2160078801351053791	4.03			534215509	0.89					5785770755344566016	0.89	5785770755349617792	0.91
☄	187.51	406586282	218.270683	-78.078252	36	36	143304.96-780441.7	57199.427	0.0	308.23022	-16.265331	0	0	1	1	1	2.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.486	0	9.24																					19.4542	0.0165	0.0	19.5971	0.1798						0.1232	7.9	406586281					2160078801351057654	0.53			849011825	7.68					5785783468449873024	0.34	5785783464151148032	7.68
☄	188.08	406586042	218.337633	-78.059941	35	34	143321.03-780335.7	57128.8235	120.0061	308.25107	-16.25405	0	0	5	2	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	3	1	0	0.958	0	5.22																					18.0127	0.0234	7.483	18.0986	0.0421	17.3552	0.0201	4.125	17.3339	0.0409	0.1181	15.0		246421248	0.21	1203886241	0.46	2160078801351054111	0.27			534214803	0.11					5785783910827764224	0.11	5785783846407016448	9.5
☄	188.4	406586311	218.246267	-78.101206	35	53	143259.10-780604.3	57199.4289	0.0022	308.2159	-16.28439	3	0	3	1	1	3.0			0		0			0		0			0		0			0		0	3	0	1	1	0	3	0	2	1	0	0.961	3	5.61																					18.1099	0.014	0.0	18.2279	0.0605	17.9984	0.0269	4.022	17.8606	0.1547	0.1232	5.1	406586310	246421434	0.14	1203886380	5.1	2160078801351057121	4.01			534214617	0.26					5785783326711643776	0.26	5785783326712172928	5.24
☄	188.71	406586239	218.748634	-78.111031	88	32	143459.67-780639.7	57166.1111	437.0938	308.3106	-16.33493	0	0	5	2	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	3	1	0	0.975	0	8.53																					17.7912	0.0126	0.117	17.824	0.0559	17.7534	0.0337	11.551	17.8759	0.0876	0.1232	15.0		246421385	0.08			2160078801351054787	0.27			282451180	0.11					5785770888486842112	0.11	5785770892789102336	2.89
