	r_cntr	object_id	raj2000	dej2000	e_raj2000	e_dej2000	smss_j	mean_epoch	rms_epoch	glon	glat	flags	nimaflags	ngood	ngood_min	nch_max	density	u_flags	u_nimaflags	u_ngood	u_nch	u_nclip	v_flags	v_nimaflags	v_ngood	v_nch	v_nclip	g_flags	g_nimaflags	g_ngood	g_nch	g_nclip	r_flags	r_nimaflags	r_ngood	r_nch	r_nclip	i_flags	i_nimaflags	i_ngood	i_nch	i_nclip	z_flags	z_nimaflags	z_ngood	z_nch	z_nclip	class_star	flags_psf	radius_petro	u_psf	e_u_psf	u_rchi2var	u_petro	e_u_petro	v_psf	e_v_psf	v_rchi2var	v_petro	e_v_petro	g_psf	e_g_psf	g_rchi2var	g_petro	e_g_petro	r_psf	e_r_psf	r_rchi2var	r_petro	e_r_petro	i_psf	e_i_psf	i_rchi2var	i_petro	e_i_petro	z_psf	e_z_psf	z_rchi2var	z_petro	e_z_petro	ebmv_sfd	prox	prox_id	dr1_id	dr1_dist	twomass_key	twomass_dist	allwise_cntr	allwise_dist	ucac4_mpos	ucac4_dist	refcat2_id	refcat2_dist	ps1_dr1_id	ps1_dr1_dist	galex_guv_id	galex_guv_dist	gaia_dr2_id1	gaia_dr2_dist1	gaia_dr2_id2	gaia_dr2_dist2
☄	362.12	406593486	218.614358	-78.197809	65	45	143427.44-781152.1	57199.4298	0.0022	308.2478	-16.403173	3	0	2	2	1	3.0			0		0			0		0			0		0			0		0			0		0	3	0	2	1	0	0.847	0	5.61																										17.7171	0.0107	0.643	17.6315	0.0574	0.1232	6.6	406593485	246426512	0.2	888892787	0.31	2160078801351053671	7.06	2816024	7.15	534215357	0.14					5785769960773523840	0.14	5785769960773813504	6.51
☄	362.74	406585465	218.366017	-78.003132	36	36	143327.84-780011.2	57199.4284	0.0	308.28027	-16.204304	0	0	1	1	1	3.0			0		0			0		0			0		0			0		0			0		0	0	0	1	1	0	0.486	0	10.56																										18.6844	0.0645	0.0	18.0403	0.1271	0.1119	8.9	406585466	246420809	8.94	1203886040	8.89	2160078801351055160	2.41	2883051	9.6	143507998	9.15					5785787076220354176	0.42	5785787110582217344	2.61
☄	362.98	406585908	218.011315	-78.096967	90	117	143202.71-780549.0	57199.4291	0.0014	308.1713	-16.26132	0	0	4	2	1	2.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.865	0	9.07																					18.5742	0.0134	1.678	18.5619	0.0876	18.5479	0.0537	8.633	18.6442	0.1761	0.1188	14.2	406586348	246421150	0.21	1203886383	14.3	2160078801351058022	1.15			534214189	0.08					5785784838540675712	0.08	5785784842839365888	13.43
☄	363.04	406585784	218.064568	-78.054422	109	83	143215.49-780315.9	57823.7189	2.0E-4	308.1993	-16.226562	1	0	2	1	1	3.0			0		0			0		0			0		0			0		0	1	0	1	1	0	0	0	1	1	0	0.711	3	8.25																					17.5622	0.0171	0.0	17.9274	0.3229	17.4209	0.0261	0.0	17.4147	0.1286	0.1119	8.0	406585783	246421057	0.32	1203886218	0.37	2160078801351056171	7.97	2864530	7.99	282450370	0.18					5785786625247126784	0.18	5785786629548772608	7.95
☄	363.08	406585464	218.384797	-78.002006	36	36	143332.35-780007.2	57199.427	0.0	308.2845	-16.20483	0	0	1	1	1	2.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.469	0	9.9																					19.5466	0.0225	0.0	19.6039	0.1363						0.1119	14.6	406585465					2160078801351055166	2.61									5785787110582218624	0.26	5785787110582217344	12.31
☄	363.6	406586349	218.011012	-78.106266	36	36	143202.64-780622.5	57199.427	0.0	308.16742	-16.269842	0	0	1	1	1	2.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.497	0	9.24																					19.225	0.0127	0.0	19.2392	0.169						0.1188	10.8	406586350	246421467	10.8	1203886411	10.77	2160078801351056407	10.79			849011564	0.17					5785784842839359744	0.17	5785784808483051648	10.86
☄	363.85	406586543	218.228944	-78.184337	35	36	143254.94-781103.6	57244.6394	197.5807	308.17807	-16.359257	0	0	6	2	1	2.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	4	1	1	0.912	0	6.77																					18.2579	0.0241	0.171	18.0046	0.051	17.8077	0.0334	10.548	17.7236	0.1235	0.1232	8.4	406586542	246421602	0.42	1203886662	0.42	2160078801351056780	0.2			534214585	0.43					5785780681012225280	0.43	5785780685310956416	2.78
☄	363.87	406585483	218.6145	-78.001743	36	36	143427.48-780006.2	57199.427	0.0	308.33014	-16.22374	0	0	1	1	1	1.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.419	0	10.56																					19.3662	0.0289	0.0	19.8556	0.2752						0.1181	15.0										849012183	0.16					5785877889012888320	0.16	5785877889011744768	12.69
☄	363.92	406593251	218.890515	-78.161381	71	36	143533.72-780940.9	57408.4166	414.8809	308.31708	-16.392786	0	0	7	1	1	3.0			0		0			0		0			0		0	0	0	1	1	0	0	0	3	1	1	0	0	3	1	0	0.976	0	8.07																17.7869	0.0296	0.0	18.0637	0.262	17.7151	0.0108	4.008	17.8296	0.0458	17.6296	0.0422	9.194	17.981	0.1477	0.1275	12.0	406593252	246426340	0.17	888892671	12.64	2160078801351054576	0.24	2827502	14.82	282451349	0.06					5785769793276935296	0.06	5785769788975149952	11.8
☄	364.36	406582672	218.908232	-78.044099	94	33	143537.97-780238.7	57199.4291	0.0014	308.37033	-16.287153	0	0	4	2	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	1	0	0	2	1	0	0.969	0	5.61																					17.8616	0.0085	116.692	17.8743	0.0429	17.8537	0.0144	0.396	17.9633	0.0938	0.1181	8.6	406582673	246418754	0.11	888892277	8.91					282451377	0.16					5785876716483611648	0.16	5785876716483611520	8.49
☄	364.48	406582528	218.864097	-78.032307	91	38	143527.38-780156.3	57199.4289	0.0022	308.3666	-16.27266	3	0	3	1	1	3.0			0		0			0		0			0		0			0		0	3	0	1	1	0	3	0	2	1	0	0.81	3	7.26																					18.6713	0.0264	0.0	18.5223	0.0923	18.2692	0.0127	0.087	18.2165	0.1104	0.1181	4.5	406582665	246418653	0.33	888892247	12.28	2160078801351054039	12.1			534215840	0.15					5785876922647047168	0.15	5785876922648087552	4.65
☄	364.78	406585773	218.121514	-78.035629	20	33	143229.16-780208.2	57256.642	269.2213	308.21832	-16.21396	0	0	8	3	1	2.0			0		0			0		0			0		0			0		0	0	0	3	1	1	0	0	5	1	0	0.973	0	6.09																					17.6972	0.0119	9.996	17.7262	0.056	17.5167	0.0252	11.282	17.5737	0.0468	0.1119	8.4	406585774	246421048	0.04	1203886156	0.63	2160078801351057244	0.34			282450438	0.18					5785786728326358528	0.18	5785786732627990144	8.57
☄	364.93	406593493	218.481631	-78.201298	36	36	143355.59-781204.6	57199.427	0.0	308.22043	-16.395452	0	0	1	1	1	1.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.424	0	9.24																					19.3774	0.0476	0.0	19.7397	0.1932						0.1232	15.0						2160078801351054228	11.54									5785770098212772608	0.14		
☄	365.03	406586556	218.266216	-78.1893	38	68	143303.89-781121.4	57199.4284	9.0E-4	308.18332	-16.366844	0	0	3	1	1	2.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	1	1	0	0.868	0	7.26																					18.59	0.0269	8.239	18.6216	0.0708	18.42	0.035	0.0	18.7796	0.1748	0.1232	13.7	406586553	246421611	0.42			2160078801351058788	0.1			534214668	0.19					5785780474853787520	0.19	5785780479153052928	9.17
☄	365.18	406593099	218.987048	-78.086148	51	36	143556.89-780510.1	57199.4284	0.002	308.36798	-16.332193	0	0	2	2	1	2.0			0		0			0		0			0		0			0		0	0	0	2	1	0			0		0	0.702	0	6.27																					18.7788	0.0166	2.293	18.9265	0.1897						0.1243	13.8	406593098	246426222	13.8							534216058	0.17					5785864828014091392	0.17	5785864621855662208	13.64
☄	365.23	406586517	218.154251	-78.172388	46	154	143237.02-781020.5	57199.4284	0.002	308.1684	-16.342216	0	0	2	2	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0			0		0	0.57	0	7.59																					18.8351	0.0613	29.396	19.0775	0.1051						0.1232	15.0										534214443	0.1					5785780749731719808	0.1		
☄	365.35	406593507	218.349203	-78.196645	36	156	143323.80-781147.9	57199.4284	0.002	308.1965	-16.38035	0	0	2	2	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0			0		0	0.573	0	8.58																					18.9975	0.0734	18.405	19.381	0.1303						0.1232	10.0	406593511	246426532	12.0	1203886717	11.92	2160078801351055566	0.03			849011905	0.08					5785780440494035328	0.08	5785780440494036096	10.12
☄	365.38	406593102	218.990358	-78.091634	26	88	143557.68-780529.8	57199.4284	9.0E-4	308.36627	-16.33748	0	0	3	1	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	1	1	0	0.868	0	8.25																					18.495	0.0292	10.209	18.5098	0.0618	18.6019	0.0224	0.0	18.8816	0.205	0.1243	15.0						2160078801351056080	0.49			534216065	0.11					5785864587495917568	0.11	5785864591792427008	5.69
☄	365.66	406593485	218.622913	-78.198385	11	35	143429.49-781154.1	57128.8235	120.0061	308.24924	-16.404406	3	0	5	2	1	3.0			0		0			0		0			0		0			0		0	3	0	2	1	0	0	0	3	1	0	0.967	0	5.88																					18.0198	0.0082	0.424	18.0895	0.0429	17.6324	0.0222	5.076	17.7216	0.0535	0.1275	6.6	406593486	246426511	0.17	888892792	0.43	2160078801351053671	13.51	2816024	13.6	534215377	0.15					5785769960773813504	0.15	5785769960773523840	6.53
☄	365.81	406593250	218.904572	-78.158302	20	30	143537.09-780929.8	57122.222	185.2216	308.32114	-16.39115	3	3	15	2	1	3.0			0		0			0		0	0	0	2	1	0	0	0	4	1	1	3	0	4	1	1	2	3	5	1	1	0.983	0	7.48											17.7753	0.0497	11.285	17.8321	0.1425	17.0714	0.0362	29.714	17.0428	0.0579	16.5513	0.0177	22.286	16.5092	0.0164	16.293	0.0179	31.143	16.2878	0.0242	0.1275	7.2	406593252	246426339	0.06	888892665	0.45	2160078801351053729	0.36	2829264	9.53	143508382	0.18					5785769793276935680	0.18	5785769793271875072	3.19
☄	366.36	406593259	218.876848	-78.165964	29	160	143530.44-780957.4	57199.4284	0.002	308.31247	-16.395832	3	0	2	2	1	4.0			0		0			0		0			0		0			0		0	3	0	2	1	0			0		0	0.784	2	7.26																					18.6744	0.0117	1.638	18.3226	0.0617						0.1275	5.9	406593258	246426345	6.06	888892690	10.31	2160078801351053832	10.37	2826313	10.41	534215857	0.24					5785769754615405568	0.24	5785769754615405440	5.89
☄	366.5	406586503	218.090817	-78.157264	157	81	143221.79-780926.1	57199.4284	0.002	308.16217	-16.323177	0	0	2	2	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0			0		0	0.565	0	6.6																					18.9523	0.0699	16.699	19.0738	0.0798						0.1188	15.0										534214345	0.11					5785781505645983872	0.11		
☄	366.76	406586541	218.208867	-78.182459	65	57	143250.12-781056.8	57199.4284	9.0E-4	308.17493	-16.3559	0	0	3	1	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	1	1	0	0.693	0	8.41																					18.7927	0.0276	6.733	18.9582	0.0841	18.682	0.0564	0.0	19.4675	0.2788	0.1232	15.0										534214542	0.07					5785780681012228096	0.07		
☄	367.0	406585906	218.007783	-78.09088	47	33	143201.86-780527.1	57199.4291	0.0014	308.1731	-16.255438	0	0	4	2	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.759	0	8.41																					18.8065	0.0136	0.461	18.4827	0.0704	18.3683	0.0236	1.319	18.3446	0.2124	0.1188	15.0						2160078801351056854	1.23			534214180	0.23					5785784907260160640	0.23	5785784911558848896	7.62
☄	367.01	406586350	218.007417	-78.10916	31	31	143201.78-780632.9	57126.886	214.7929	308.16553	-16.272211	0	0	11	5	1	2.0			0		0			0		0			0		0			0		0	0	0	5	1	0	0	0	6	1	0	0.982	0	5.39																					16.9207	0.008	1.988	16.9479	0.0167	16.3982	0.0134	8.266	16.4505	0.0192	0.1188	10.8	406586349	246421467	0.07	1203886411	0.18	2160078801351056407	0.13			282450298	0.17					5785784808483051648	0.17	5785784842839359744	10.86
☄	367.18	406593496	218.596354	-78.200056	120	36	143423.12-781200.2	57199.4284	0.002	308.24335	-16.403746	0	0	2	2	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0			0		0	0.745	2	6.6																					18.7971	0.0501	7.862	19.0448	0.2681						0.1232	10.1	406593484	246426510	10.06	888892788	10.29	2160078801351054935	4.96	2816024	10.11	534215315	0.18					5785770029493289344	0.18	5785770029501090432	7.56
☄	367.28	406593508	218.300206	-78.193403	45	59	143312.04-781136.2	57199.4284	9.0E-4	308.18826	-16.373379	0	0	3	1	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	1	1	0	0.502	0	9.07																					18.8979	0.0593	6.194	18.3895	0.069	18.7024	0.0391	0.0	18.7393	0.1374	0.1232	7.2	406586555	246421610	14.56	1203886682	14.52	2160078801351056963	11.9			849011850	0.23					5785780440494041728	0.23	5785780444790767744	3.78
☄	367.51	406593258	218.883091	-78.164921	40	48	143531.94-780953.7	57322.7497	252.6684	308.31415	-16.3954	2	0	9	3	1	5.0			0		0			0		0			0		0			0		0	2	0	3	1	1	0	0	6	1	0	0.977	0	7.15																					17.6706	0.0173	11.188	17.7085	0.0316	17.5092	0.0095	1.522	17.5717	0.0795	0.1275	5.9	406593259	246426345	0.12	888892690	9.19	2160078801351053832	9.21	2826313	14.62	282451340	0.09					5785769754615405440	0.09	5785769754615405568	6.12
☄	367.64	406586365	218.026968	-78.130644	57	81	143206.47-780750.3	57166.1116	209.2439	308.16055	-16.293541	0	0	10	5	1	1.0			0		0			0		0			0		0			0		0	0	0	5	1	0	0	0	5	1	1	0.982	0	5.41																					17.1948	0.0137	5.737	17.259	0.02	16.8698	0.0189	12.083	16.9538	0.0487	0.1188	15.0		246421477	0.06	1203886483	0.13	2160078801351056586	0.2			282450324	0.16					5785781853545547648	0.16	5785781853545548416	9.13
☄	367.65	406593176	218.972463	-78.131025	11	20	143553.39-780751.6	57240.5689	106.5349	308.346	-16.371931	2	2	29	2	1	2.0	0	0	2	1	0	0	0	5	1	0	0	2	4	1	0	0	0	5	1	0	2	0	6	1	0	0	0	7	1	0	0.985	0	6.18	16.8172	0.0603	21.458	16.8397	0.1372	16.5492	0.0238	5.722	16.7132	0.0754	15.3477	0.0062	0.339	15.359	0.031	15.0524	0.0068	2.094	15.0718	0.0213	14.8423	0.0044	0.753	14.8517	0.0096	14.7803	0.0083	4.19	14.7903	0.0161	0.1275	10.0	406593175	246426282	0.04	888892584	0.16	2160078801351053615	0.1	2837126	0.21	44060044	0.14					5785864419995340800	0.14	5785864419995341312	8.08
☄	367.74	406586363	218.020089	-78.125739	55	36	143204.82-780732.6	57199.4291	0.0014	308.16122	-16.288475	0	0	4	2	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.535	0	8.08																					18.9493	0.0725	10.509	19.2694	0.1078	18.5807	0.1124	31.013	18.7829	0.1392	0.1188	7.4	406586362	246421476	7.35			2160078801351057697	0.63			849011574	0.33					5785781849243406848	0.33	5785781853542103808	7.27
☄	367.83	406593511	218.335692	-78.196442	32	196	143320.56-781147.1	57199.4284	9.0E-4	308.19394	-16.37906	0	0	3	1	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	1	1	0	0.64	0	6.6																					18.7681	0.016	0.24	18.9489	0.0767	18.4719	0.0306	0.0	18.8855	0.1656	0.1232	8.9	406593512					2160078801351055388	9.04			534214801	0.17					5785780440494036096	0.17	5785780440494034432	9.08
☄	367.84	406593115	218.9947	-78.106338	17	25	143558.72-780622.8	57199.4284	9.0E-4	308.36087	-16.351267	0	0	3	1	1	2.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	1	1	0	0.814	0	6.27																					18.6427	0.0222	4.681	18.7185	0.0991	18.4107	0.0239	0.0	18.6002	0.1235	0.1243	13.3	406593116	246426236	13.42			2160078801351055042	0.06			534216072	0.15					5785864587495904384	0.15	5785864518776428032	9.6
☄	367.94	406586553	218.248485	-78.188181	36	36	143259.63-781117.4	57199.427	0.0	308.1803	-16.364374	0	0	1	1	1	2.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.513	0	6.6																					19.1722	0.0325	0.0	19.012	0.1055						0.1232	13.7	406586556	246421609	0.15			2160078801351058788	13.59			849011789	0.11					5785780479150510208	0.11	5785780479153052928	9.3
☄	368.01	406593192	218.945267	-78.145292	31	30	143546.86-780843.0	57261.5011	200.4621	308.33463	-16.382675	0	0	19	3	1	2.0			0		0			0		0	0	0	3	1	0	0	0	4	1	1	0	0	5	1	1	0	0	7	1	0	0.952	0	7.01											17.2785	0.0376	8.877	17.1913	0.0708	16.8299	0.0097	3.283	16.6515	0.0595	16.4833	0.0114	3.351	16.3281	0.0146	16.3025	0.0098	0.533	16.1295	0.029	0.1275	13.1	406593193	246426293	0.04	888892632	0.16	2160078801351053762	0.4			143508407	0.12					5785863629721353088	0.12	5785863629721353344	2.61
☄	368.23	406593175	218.977101	-78.128402	15	56	143554.50-780742.2	57289.6119	187.6629	308.34802	-16.369926	3	2	20	3	1	4.0			0		0			0		0	0	0	3	1	1	0	0	5	1	0	3	0	6	1	0	0	2	6	1	1	0.982	0	6.29											17.0927	0.018	8.32	17.2766	0.0918	16.7283	0.0232	11.816	16.7892	0.0655	16.416	0.0132	8.53	16.3593	0.0221	16.3095	0.0051	5.578	16.3049	0.031	0.1275	7.9	406593172	246426281	0.03	888892573	0.11	2160078801351053615	10.1	2837126	10.2	143508429	0.11					5785864415698053120	0.11	5785864419995341312	6.63
☄	368.25	406593150	218.987777	-78.119045	63	51	143557.06-780708.5	57199.4277	0.001	308.3541	-16.362282	0	0	2	1	1	1.0			0		0			0		0			0		0			0		0	0	0	1	1	0	0	0	1	1	0	0.519	0	7.59																					19.2558	0.0439	0.0	19.5512	0.1532	18.4542	0.0135	0.0	18.5939	0.1558	0.1243	15.0		246426262	1.08			2160078801351054488	0.62			849012581	0.05					5785864419988824832	0.05		
☄	368.43	406582526	218.839361	-78.025522	36	36	143521.44-780131.8	57199.427	0.0	308.36462	-16.264376	0	0	1	1	1	1.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.524	0	7.92																					19.1241	0.0233	0.0	19.3976	0.1849						0.1181	15.0						2160078801351055690	0.27			849012441	0.12					5785876922642058240	0.12	5785876926938329984	14.18
☄	368.9	406582674	218.922303	-78.046299	50	62	143541.35-780246.6	57261.9151	358.1439	308.37216	-16.290348	0	0	9	1	1	4.0			0		0			0		0	0	0	1	1	0	0	0	2	1	0	0	0	3	1	0	0	0	3	1	0	0.802	0	7.15											17.9089	0.0222	0.0	18.0124	0.1672	17.4478	0.0193	1.066	17.4204	0.2552	17.1745	0.0569	34.985	17.2306	0.1127	17.0476	0.0331	6.612	17.0072	0.1403	0.1243	9.6	406582673	246418755	0.15	888892285	0.26	2160078801351053473	12.89	2867211	12.91	282451396	0.25					5785876647764134656	0.25	5785876716483611520	9.6
☄	369.15	406593490	218.560671	-78.201782	36	36	143414.56-781206.4	57199.427	0.0	308.23566	-16.402388	0	0	1	1	1	2.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.433	0	9.24																					19.2913	0.0196	0.0	19.0935	0.1441						0.1232	11.8	406593491	246426517	11.79	1203886719	12.14	2160078801351054491	11.55			849012140	0.13					5785769930710814208	0.13	5785769930713629824	6.64
☄	369.31	406593116	218.995318	-78.110043	41	29	143558.87-780636.1	57242.6887	335.4251	308.3594	-16.3547	0	2	13	1	1	3.0			0		0			0		0	0	0	1	1	0	0	0	2	1	0	0	0	5	1	0	0	2	5	1	0	0.973	0	8.75											17.9886	0.0149	0.0	18.0994	0.1989	17.6967	0.0671	23.603	17.7488	0.1074	17.6471	0.0235	9.688	17.6612	0.0688	17.5936	0.0235	7.769	17.6831	0.0823	0.1243	11.1	406593117	246426236	0.08			2160078801351054901	0.45			282451494	0.14					5785864518776423808	0.14	5785864523068048512	11.09
☄	369.74	406585783	218.059268	-78.052495	14	43	143214.22-780308.9	57315.6834	103.8817	308.19907	-16.22436	0	11	14	2	1	4.0	0	0	2	1	0	0	3	2	1	0	0	0	2	1	0	0	2	2	1	0	0	2	3	1	0	0	4	3	1	0	0.982	0	4.08	15.5799	0.0518	34.646	15.6932	0.1287	15.2385	0.0105	0.153	15.3325	0.0644	14.0771	0.0074	0.007	14.0883	0.0098	13.766	0.0091	1.451	13.7545	0.011	13.5779	0.0066	0.933	13.5443	0.0248	13.5275	0.0077	0.033	13.4792	0.0119	0.1119	8.0	406585784	246421056	0.09	1203886212	0.09	2160078801351056171	0.21	2864530	0.01	44059431	0.08					5785786629548772608	0.08	5785786629543738240	6.72
☄	369.92	406585527	218.294859	-78.006428	36	36	143310.76-780023.1	57199.427	0.0	308.2648	-16.201433	0	0	1	1	1	2.0			0		0			0		0			0		0			0		0	0	0	1	1	0			0		0	0.427	0	9.9																					19.49	0.0283	0.0	19.667	0.1573						0.1119	11.3	406585519					2160078801351055615	14.1			849011826	11.34					5785787278082193920	0.14	5785787175002983680	11.34
☄	369.94	406585526	218.329898	-78.00346	77	29	143319.17-780012.4	57199.4291	0.0014	308.27298	-16.20161	0	0	4	2	1	1.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.886	0	6.27																					18.2284	0.0237	0.078	18.0218	0.0899	17.8187	0.0626	5.06	17.766	0.1034	0.1119	15.0		246420852	0.2	1203886033	0.27	2160078801351054872	0.23			534214793	0.57					5785787071923765760	0.57	5785787076222477056	1.21
☄	370.22	406593483	218.694605	-78.194752	39	22	143446.70-781141.1	57148.5301	131.6493	308.26474	-16.407003	0	3	22	2	1	3.0	0	0	5	1	0	0	0	4	1	0	0	0	2	1	1	0	0	3	1	0	0	3	4	1	0	0	0	4	1	0	0.984	0	4.92	16.3304	0.0208	10.83	16.3817	0.0431	15.9896	0.0228	10.476	16.053	0.0458	14.6699	0.0081	9.715	14.6295	0.0173	14.3149	0.0181	6.073	14.2827	0.0093	14.1152	0.0076	1.274	14.0541	0.0066	14.0479	0.007	0.989	13.9818	0.0182	0.1275	13.3	406593595	246426509	0.05	888892779	0.09	2160078801351053562	0.16	2816959	0.03	44059833	0.26					5785769999435358720	0.26	5785769995136919808	4.26
☄	370.23	406586361	218.013443	-78.123014	56	117	143203.22-780722.8	57199.4284	0.002	308.16104	-16.285433	0	0	2	2	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0			0		0	0.77	0	7.92																					19.0084	0.0161	1.755	19.0672	0.1017						0.1188	11.0	406586363	246421476	11.17			2160078801351057697	10.82			849011566	0.07					5785781849243410688	0.07	5785781853542103808	10.02
☄	370.34	406585839	218.023969	-78.069612	27	35	143205.75-780410.6	57149.112	166.878	308.18503	-16.23721	0	0	16	2	1	2.0			0		0			0		0	0	0	2	1	1	0	0	3	1	1	0	0	5	1	0	0	0	6	1	0	0.983	0	5.82											17.0167	0.0117	11.427	17.0392	0.2111	16.7219	0.0078	9.153	16.7309	0.0852	16.5144	0.0085	2.558	16.5446	0.0124	16.4715	0.0123	4.13	16.587	0.0207	0.1188	9.6	406585838	246421100	0.04	1203886277	0.17	2160078801351056869	0.16			143507761	0.16					5785786595189029888	0.16	5785786595189030528	9.68
☄	370.67	406593252	218.905793	-78.160288	19	32	143537.39-780937.0	57293.7585	398.067	308.32053	-16.393064	3	0	10	1	1	3.0			0		0			0		0			0		0	0	0	1	1	0	3	0	4	1	1	3	0	5	1	0	0.981	0	7.22																17.6372	0.0148	0.0	17.5156	0.1674	17.1973	0.0088	7.862	17.2279	0.0373	17.0368	0.0226	8.874	17.0209	0.0722	0.1275	7.2	406593250	246426341	0.1	888892671	0.83	2160078801351054577	0.71	2827502	5.29	282451370	0.17					5785769788975149952	0.17	5785769793271875072	4.7
☄	370.89	406593379	218.757071	-78.188457	25	74	143501.69-781118.4	57199.4277	0.001	308.27957	-16.406422	0	0	2	1	1	2.0			0		0			0		0			0		0			0		0	0	0	1	1	0	0	0	1	1	0	0.728	0	8.25																					18.9369	0.011	0.0	18.8897	0.1143	18.7864	0.0179	0.0	19.0641	0.2062	0.1275	5.9	406593378					2160078801351055067	5.31			534215637	0.16					5785769617176431744	0.16	5785769621478237568	5.76
☄	372.17	406585774	218.110389	-78.035205	21	38	143226.49-780206.7	57233.6048	278.814	308.2163	-16.212658	0	0	11	1	1	2.0			0		0			0		0	0	0	1	1	0	0	0	2	1	0	0	0	5	1	0	0	0	3	1	2	0.979	0	8.06											17.9067	0.0144	0.0	17.9472	0.1455	17.6317	0.0243	2.497	17.7562	0.166	17.3677	0.0099	2.455	17.4494	0.0439	17.3421	0.0086	26.386	17.5008	0.048	0.1119	8.4	406585773	246421049	0.13	1203886155	0.46	2160078801351057244	8.14			282450423	0.13					5785786732627990144	0.13	5785786728326358528	8.36
☄	372.24	406582673	218.919622	-78.043699	39	69	143540.70-780237.3	57348.6876	278.2316	308.37274	-16.287748	0	0	6	2	1	3.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	4	1	1	0.971	0	6.68																					17.6719	0.0095	0.031	17.5395	0.0415	17.4623	0.0198	6.962	17.4846	0.0499	0.1243	8.6	406582672	246418753	0.15	888892277	0.38					282451393	0.13					5785876716483611520	0.13	5785876716483611648	8.77
☄	372.35	406585525	218.24537	-78.011001	12	23	143258.88-780039.6	57102.5935	142.5734	308.25308	-16.20154	0	3	25	2	1	2.0	0	0	4	1	0	0	0	4	1	0	0	0	2	1	1	0	0	4	1	0	0	3	5	1	0	0	0	6	1	0	0.994	0	4.92	16.4486	0.0528	38.728	16.6128	0.1106	16.069	0.0305	12.439	16.1184	0.0523	13.8694	0.0074	10.458	13.88	0.0145	13.2515	0.0053	0.4	13.2592	0.0057	12.8121	0.0047	0.729	12.8189	0.0048	12.6052	0.0043	0.554	12.6175	0.0082	0.1119	14.1	406585524	246420851	0.01	1203886063	0.17	2160078801351056129	0.12	2880487	0.13	44059550	0.17					5785787179304592640	0.17	5785787179304592384	2.74
☄	372.43	406593172	218.984972	-78.126915	62	31	143556.39-780736.8	57199.4277	0.001	308.35022	-16.36923	1	0	2	1	1	4.0			0		0			0		0			0		0			0		0	1	0	1	1	0	1	0	1	1	0	0.803	3	6.6																					18.635	0.0183	0.0	18.4571	0.0722	18.4668	0.0196	0.0	18.5965	0.1792	0.1275	6.6	406593174	246426280	6.59	888892568	6.84	2160078801351053964	7.04			534216054	0.15					5785864415697970560	0.15	5785864419995342336	6.48
☄	372.5	406582485	218.700636	-78.005229	114	108	143448.15-780018.8	57511.5733	220.7202	308.34573	-16.234152	0	0	4	2	1	4.0			0		0			0		0			0		0			0		0	0	0	2	1	0	0	0	2	1	0	0.964	0	6.93																					17.7701	0.0099	0.824	17.8295	0.0511	17.6909	0.0269	3.503	17.876	0.0825	0.1181	10.9	406582484	246418625	0.07	888892152	0.43	2160078801351055004	0.26			282451126	0.11					5785877781636304256	0.11	5785877785933666048	10.42
