,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,364.18,94758701,192.441784,-41.424578,30,27,124946.02-412528.4,57403.9179,0,0,15,2,1,0.985,,,,,,,,,16.191,0.0098,16.1271,0.0371,15.5191,0.0156,15.5464,0.0343,15.1028,0.0049,15.1379,0.0107,14.9395,0.0057,14.9886,0.0072,15,
☄,364.23,94759600,192.631453,-41.311189,22,64,125031.54-411840.2,57753.0995,0,0,6,1,1,0.978,,,,,,,,,,,,,18.0909,0.0371,17.992,0.2177,17.7868,0.0098,17.8416,0.0456,17.656,0.0318,17.742,0.0452,15,
☄,364.49,94759339,192.36559,-41.325359,36,36,124927.74-411931.2,57894.3498,0,0,1,1,1,0.489,,,,,,,,,,,,,,,,,19.9282,0.0264,20.1977,0.2688,,,,,15,
☄,365.2,94761656,192.557128,-41.24142,32,33,125013.71-411429.1,57809.7983,0,0,5,2,1,0.972,,,,,,,,,,,,,,,,,18.1454,0.0113,18.2707,0.0416,17.9299,0.011,17.9989,0.0888,15,
☄,365.25,94759761,192.599217,-41.264504,28,130,125023.81-411552.2,57712.6004,0,0,7,1,1,0.976,,,,,,,,,,,,,18.0536,0.0196,18.2244,0.1784,17.753,0.0204,17.7694,0.0306,17.6665,0.0279,17.8542,0.0562,8.2,94759760
☄,365.56,94759189,192.379816,-41.379951,23,31,124931.15-412247.8,57753.4303,0,0,3,1,1,0.917,,,,,,,,,,,,,,,,,18.3775,0.0291,18.5686,0.0729,18.2534,0.0204,18.4095,0.1144,15,
☄,366.09,94761358,192.414081,-41.254759,64,36,124939.37-411517.1,57724.6512,0,0,5,2,1,0.97,,,,,,,,,,,,,,,,,18.3001,0.0104,18.3965,0.0611,18.2252,0.0253,18.2271,0.0769,8,94761359
☄,366.11,94761430,192.471597,-41.233901,44,21,124953.18-411402.0,57639.5037,3,3,5,1,1,0.977,,,,,,,,,,,,,17.8382,0.0312,17.794,0.1312,17.2036,0.0082,17.2414,0.0244,16.8912,0.0285,16.8772,0.0486,4.9,94761429
☄,366.59,94759231,192.366662,-41.351997,61,35,124927.99-412107.1,57894.6809,0,0,3,1,1,0.681,,,,,,,,,,,,,,,,,19.5186,0.0201,19.7352,0.1398,19.0486,0.0215,19.1061,0.1915,15,
☄,366.89,94761357,192.411089,-41.256364,46,33,124938.66-411522.9,57724.6512,0,0,5,2,1,0.977,,,,,,,,,,,,,,,,,17.8043,0.0114,17.9015,0.0657,17.6794,0.0092,17.8336,0.0674,9.9,94761358
☄,367.07,94759007,192.568035,-41.421597,36,36,125016.32-412517.7,57894.3498,0,0,1,1,1,0.502,,,,,,,,,,,,,,,,,19.7903,0.0184,20.0851,0.1604,,,,,12.9,94759006
☄,367.13,94759743,192.612511,-41.276268,34,43,125027.00-411634.5,57384.0871,0,3,16,2,1,0.983,,,,,,,,,17.0222,0.0327,16.9043,0.0886,16.6707,0.0174,16.7041,0.0513,16.417,0.0063,16.4726,0.0215,16.3524,0.0078,16.3871,0.0517,15,
☄,367.31,94758755,192.489564,-41.435063,36,36,124957.49-412606.2,57469.6061,0,0,1,1,1,0.484,,,,,,,,,,,,,,,,,,,,,18.709,0.1469,18.571,0.2271,15,
☄,367.32,94759760,192.601757,-41.265758,54,31,125024.42-411556.7,57753.0996,0,0,6,3,1,0.977,,,,,,,,,,,,,,,,,18.0003,0.0498,17.9693,0.0683,17.9027,0.0242,18.0085,0.1082,7.5,94759762
☄,367.5,94761449,192.543316,-41.236578,82,70,125010.39-411411.6,57753.0996,0,0,6,3,1,0.957,,,,,,,,,,,,,,,,,18.4767,0.0184,18.5779,0.1024,18.3956,0.0449,18.5952,0.1858,9.8,94761450
☄,367.63,94761359,192.415998,-41.253054,199,42,124939.83-411510.9,57894.8457,0,0,2,2,1,0.791,,,,,,,,,,,,,,,,,19.3776,0.0645,19.4982,0.1347,,,,,8,94761358
☄,367.68,94758785,192.548554,-41.428749,31,32,125011.65-412543.4,57712.6004,0,0,7,1,1,0.979,,,,,,,,,,,,,17.9261,0.0571,17.6349,0.1335,17.835,0.0084,17.9268,0.0309,17.7327,0.0359,17.9469,0.0807,8.1,94758786
