,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,275.9,274680820,274.374788,-4.979904,77,34,181729.94-045847.6,56972.7568,1,0,2,1,1,0.879,,,,,,,,,,,,,,,,,17.3439,0.0288,17.3743,0.1567,16.7704,0.0221,17.0366,0.2182,12.4,274680778
☄,276.27,274680486,274.331395,-4.974456,36,36,181719.53-045828.0,56763.7892,3,0,1,1,1,0.514,,,,,,,,,,,,,,,,,17.8699,0.04,17.8276,0.1457,,,,,3.2,274680485
☄,276.6,274680473,274.316049,-4.965582,72,101,181715.85-045756.0,57118.1247,2,0,4,2,1,0.973,,,,,,,,,,,,,,,,,16.7084,0.0211,16.7566,0.0584,16.0668,0.0234,15.8074,0.0377,2.9,274680472
☄,276.61,274681204,274.439497,-4.90856,125,73,181745.47-045430.8,56972.7568,1,0,2,1,1,0.502,,,,,,,,,,,,,,,,,18.2204,0.0251,18.2639,0.2718,17.3248,0.0213,17.162,0.1323,5,274681182
☄,276.93,274680604,274.28763,-4.923044,31,55,181709.03-045522.9,57118.1247,0,0,4,2,1,0.79,,,,,,,,,,,,,,,,,17.1369,0.0294,17.1839,0.1474,16.6441,0.0214,16.6601,0.1467,11.5,274680605
☄,277.14,274680565,274.291802,-4.935315,56,47,181710.03-045607.1,57109.0387,0,0,7,1,1,0.983,,,,,,,,,16.6006,0.0088,16.6553,0.0528,15.3002,0.0127,15.3722,0.0403,14.086,0.0093,14.109,0.0189,13.4178,0.0078,13.4355,0.0082,15,
☄,277.21,274680948,274.420087,-4.95561,36,36,181740.82-045720.1,57263.4926,3,0,3,1,2,0.089,,,,,,,,,,,,,,,,,,,,,16.1506,0.0738,16.0312,0.0816,15,
☄,277.28,274680778,274.371436,-4.980755,36,36,181729.14-045850.7,56763.7892,0,0,1,1,1,0.537,,,,,,,,,,,,,,,,,18.1219,0.0436,18.3901,0.2502,,,,,9.5,274680777
☄,277.31,274680603,274.285607,-4.912287,25,35,181708.54-045444.2,56972.7568,0,0,2,1,1,0.62,,,,,,,,,,,,,,,,,17.9635,0.0266,18.1075,0.1689,17.4168,0.031,17.436,0.141,13.7,274680600
☄,277.65,274681208,274.439899,-4.90304,35,31,181745.57-045410.9,57083.2965,0,0,6,1,1,0.981,,,,,,,,,17.595,0.0149,17.5776,0.1083,16.9088,0.0253,17.1755,0.1268,15.9052,0.1025,15.8689,0.0601,15.3359,0.1404,15.3185,0.1078,10.1,274681190
☄,277.7,274697661,274.292015,-4.872337,32,44,181710.08-045220.4,57069.6687,0,0,3,1,1,0.962,,,,,,,,,,,,,,,,,17.0224,0.0258,17.2204,0.072,16.4965,0.0197,16.6462,0.067,6.5,274697662
☄,278.01,274680489,274.328647,-4.97372,29,43,181718.87-045825.3,56972.7568,0,0,2,1,1,0.763,,,,,,,,,,,,,,,,,17.857,0.0366,17.7619,0.1373,17.3396,0.0128,17.3524,0.1754,7.1,274680484
☄,278.14,274680472,274.316328,-4.966324,36,36,181715.91-045758.7,56763.7892,3,0,1,1,1,0.657,,,,,,,,,,,,,,,,,17.835,0.0514,17.9096,0.1258,,,,,2.9,274680473
☄,278.19,274698167,274.434473,-4.875455,36,36,181744.27-045231.6,56763.7892,3,0,1,1,1,0.86,,,,,,,,,,,,,,,,,17.364,0.0209,17.418,0.1101,,,,,3.4,274698168
☄,278.81,274697968,274.332283,-4.832896,36,36,181719.74-044958.4,58004.4086,0,0,1,1,1,0.51,,,,,,,,,,,,,,,,,,,,,17.7589,0.0202,17.9493,0.1891,8,274697969
☄,278.87,274698159,274.437511,-4.883875,57,32,181745.00-045301.9,57118.1247,0,0,4,2,1,0.965,,,,,,,,,,,,,,,,,16.8258,0.0382,16.8142,0.1076,16.1541,0.0663,16.2539,0.0904,15,
☄,279.04,274680944,274.415971,-4.960552,25,50,181739.83-045737.9,57096.9247,0,0,3,1,1,0.972,,,,,,,,,,,,,,,,,16.3516,0.0522,16.4883,0.0448,15.7132,0.0131,15.7453,0.054,13.6,274680946
☄,279.07,274698142,274.409124,-4.842191,60,84,181738.18-045031.8,57323.7957,0,0,4,2,1,0.981,,,,,,,,,,,,,,,,,15.9256,0.0144,16.0229,0.0475,14.9854,0.0178,14.8663,0.0167,10.5,274698221
☄,279.18,274680485,274.330735,-4.975049,105,102,181719.37-045830.1,56972.7568,3,0,2,1,1,0.927,,,,,,,,,,,,,,,,,17.0332,0.0227,17.0445,0.068,16.4864,0.0429,15.9741,0.0916,3.2,274680486
☄,279.59,274680443,274.349851,-4.980884,25,21,181723.96-045851.1,56903.1007,0,0,3,1,1,0.983,,,,,,,,,17.1935,0.0127,17.2196,0.1025,,,,,14.105,0.0109,14.1841,0.0129,13.2884,0.0105,13.3322,0.0109,12.9,274680495
☄,279.68,274680487,274.332803,-4.976084,65,60,181719.87-045833.9,56972.7568,0,0,2,1,1,0.836,,,,,,,,,,,,,,,,,17.6454,0.0278,17.7154,0.1873,16.8404,0.0167,16.9565,0.0974,7.7,274680486
☄,279.88,274680864,274.408631,-4.966955,258,39,181738.07-045801.0,57013.6409,0,0,2,1,1,0.567,,,,,,,,,,,,,,,,,17.9398,0.0486,17.9461,0.203,17.2163,0.0587,17.0204,0.1057,7.5,274680863
☄,279.91,274698287,274.39528,-4.833691,105,36,181734.86-045001.2,57316.6407,0,0,3,1,1,0.555,,,,,,,,,,,,,,,,,18.2281,0.0191,18.332,0.2285,17.3166,0.0599,17.5826,0.2567,11,274698288
☄,280.08,274680494,274.345592,-4.980205,107,77,181722.94-045848.7,56972.7568,0,0,2,1,1,0.863,,,,,,,,,,,,,,,,,17.5065,0.0382,17.991,0.2103,16.7353,0.0201,16.8993,0.0874,15,
☄,280.46,274698277,274.36812,-4.826545,51,43,181728.34-044935.5,57118.1247,0,0,4,2,1,0.97,,,,,,,,,,,,,,,,,16.8355,0.0189,16.7807,0.0626,16.0942,0.0082,15.9244,0.0408,7.8,274698276
☄,280.62,274698220,274.414818,-4.846293,38,81,181739.55-045046.6,57311.7349,0,3,5,1,1,0.982,,,,,,,,,,,,,16.7749,0.0165,17.1226,0.169,15.1751,0.0086,15.2688,0.0174,14.4093,0.0079,14.3751,0.0132,9.9,274698223
☄,280.66,274697704,274.296308,-4.862678,26,33,181711.11-045145.6,57316.6407,0,0,3,1,1,0.759,,,,,,,,,,,,,,,,,17.9643,0.0291,18.1883,0.2392,17.1543,0.0153,17.013,0.3201,14.7,274697702
☄,280.71,274680570,274.289325,-4.931907,34,26,181709.43-045554.8,57069.6687,0,0,3,1,1,0.89,,,,,,,,,,,,,,,,,17.4671,0.0239,17.6862,0.1113,16.8271,0.0251,16.9493,0.0654,15,
☄,281.01,274698168,274.435007,-4.874683,80,52,181744.40-045228.8,57118.1247,2,0,4,2,1,0.961,,,,,,,,,,,,,,,,,16.2616,0.0176,16.1395,0.1759,15.5877,0.0524,15.0338,0.0268,3.4,274698167
