,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,1025.09,504034791,18.668461,-50.136729,70,80,011440.43-500812.2,57965.7504,0,0,4,1,1,0.482,,,,,,,,,20.9,0.037,20.7489,0.1549,20.212,0.0321,19.972,0.1288,19.7484,0.0417,19.553,0.1322,,,,,15,
☄,1025.52,504028869,19.196662,-50.405435,28,27,011647.19-502419.5,57824.2701,0,10,12,2,1,0.981,,,,,,,,,18.6469,0.0102,18.6191,0.0181,17.8596,0.0116,17.8575,0.0169,17.2329,0.0067,17.2699,0.0138,16.9775,0.0162,16.9897,0.0442,15,
☄,1027.4,504034780,18.79076,-50.132468,39,27,011509.78-500756.8,57811.5059,0,0,11,2,1,0.978,,,,,,,,,19.7482,0.0105,19.7198,0.0522,18.8356,0.0111,18.8591,0.0639,17.6239,0.0079,17.6736,0.0191,17.1642,0.0217,17.2286,0.0347,15,
☄,1028.18,504034810,18.69652,-50.133114,17,15,011447.16-500759.2,57881.1713,0,3,10,1,1,0.989,15.8189,0.0105,15.8169,0.0157,15.4288,0.0074,15.4418,0.0174,14.4314,0.0105,14.4243,0.0105,14.1777,0.0105,14.1798,0.0105,14.0403,0.0061,14.056,0.0061,14.0149,0.0074,14.0342,0.0079,15,
☄,1029.2,504033841,18.446194,-50.206686,21,43,011347.08-501224.0,57860.3878,0,0,8,1,1,0.974,,,,,,,,,19.0501,0.011,19.0885,0.0341,18.8512,0.0275,18.8894,0.0343,18.6833,0.0114,18.6877,0.0789,18.5191,0.0379,18.6914,0.1081,11.4,504033840
☄,1029.43,504027739,18.378569,-50.577738,25,80,011330.85-503439.8,57798.751,0,0,5,1,1,0.616,,,,,,,,,,,,,20.0506,0.0199,20.4484,0.225,19.0849,0.0125,19.2027,0.0904,18.7652,0.0257,18.9213,0.2044,12.7,504027738
☄,1029.89,504033868,18.528284,-50.168114,17,19,011406.78-501005.2,57918.761,0,0,9,1,1,0.983,,,,,19.0645,0.0231,18.9088,0.1642,17.9177,0.0105,17.9339,0.0162,17.5278,0.0074,17.4964,0.0134,17.2617,0.0081,17.2937,0.0201,17.1211,0.0213,17.2305,0.0458,15,
☄,1029.93,504027626,18.862845,-50.693629,24,28,011527.08-504137.0,57755.5961,0,18,6,0,1,0.017,,,,,,,,,18.0491,0.1415,16.1718,0.0152,,,,,17.2666,0.1238,15.5878,0.0174,17.002,0.0853,15.5491,0.1671,15,
☄,1029.96,504028808,19.184414,-50.489799,106,60,011644.25-502923.2,57871.9906,0,1,9,1,1,0.616,,,,,,,,,20.4055,0.0136,20.2481,0.0754,19.7565,0.0158,19.4811,0.2038,19.1594,0.0303,19.2224,0.0699,18.9813,0.0459,18.9683,0.1763,15,
☄,1030.11,504034251,19.185739,-50.348296,36,36,011644.57-502053.8,57962.7818,0,0,1,1,1,0.48,,,,,,,,,20.8817,0.0213,21.1102,0.1832,,,,,,,,,,,,,15,
☄,1030.59,504034427,19.08419,-50.225812,25,24,011620.20-501332.9,57859.9978,0,1,8,1,1,0.983,,,,,,,,,18.2309,0.0083,18.2721,0.0303,17.8422,0.0115,17.8801,0.0223,17.6619,0.0068,17.7088,0.0225,17.5671,0.0103,17.62,0.079,15,
☄,1030.9,504027702,18.43999,-50.624399,30,177,011345.59-503727.8,57824.7589,0,0,9,1,1,0.747,,,,,,,,,19.5273,0.0998,19.058,0.0589,18.9512,0.0623,18.5471,0.0381,18.5832,0.0506,18.1471,0.0396,18.4717,0.0421,18.5529,0.0776,15,
☄,1031.2,504033823,18.391665,-50.244253,48,31,011333.99-501439.3,57754.6351,0,3,8,1,1,0.504,,,,,,,,,19.2236,0.0982,18.4525,0.0523,18.8614,0.1188,17.8537,0.0458,18.3861,0.0707,17.5079,0.062,18.2025,0.0648,17.1266,0.1445,15,
☄,1031.48,504034842,18.849952,-50.137355,34,17,011523.98-500814.4,57796.5675,0,0,10,1,1,0.982,,,,,19.104,0.022,19.0023,0.1446,18.0485,0.0077,18.0801,0.016,17.773,0.0105,17.7963,0.0249,17.6123,0.0102,17.6583,0.0215,17.5953,0.0085,17.671,0.0555,15,
☄,1032.79,504028785,19.153346,-50.544838,24,23,011636.80-503241.4,57796.265,0,0,10,1,1,0.957,,,,,,,,,19.7677,0.0092,19.8056,0.0578,18.8476,0.0114,18.8984,0.0573,18.3424,0.0221,18.3805,0.037,18.174,0.0305,18.2771,0.0643,15,
☄,1032.81,504033146,18.338719,-50.300652,124,126,011321.29-501802.3,57965.243,0,0,2,1,1,0.448,,,,,,,,,20.6803,0.1332,20.8775,0.0867,20.1951,0.0441,20.059,0.1525,,,,,,,,,15,
☄,1032.93,504027630,18.907034,-50.685683,36,36,011537.68-504108.4,0,0,14,0,0,1,0.722,,,,,,,,,,,,,,,,,,,,,,,,,15,
☄,1032.96,504033232,18.367676,-50.265692,70,42,011328.24-501556.4,57807.6301,0,5,8,1,1,0.984,,,,,19.3094,0.0396,19.6604,0.274,16.5385,0.0105,16.5458,0.012,15.8062,0.0105,15.807,0.011,15.2979,0.0074,15.3216,0.0079,15.0836,0.0061,15.108,0.0119,15,
☄,1033.59,504027619,18.839764,-50.698055,73,101,011521.54-504152.9,57962.7853,0,0,2,1,1,0.485,,,,,,,,,,,,,20.3769,0.0348,20.2146,0.1641,19.6118,0.0497,19.4049,0.1135,,,,,15,
☄,1033.74,504028563,19.102404,-50.596176,70,71,011624.57-503546.2,57824.1125,0,0,6,2,1,0.525,,,,,,,,,,,,,19.9666,0.0115,20.0868,0.2385,19.2293,0.0247,19.2588,0.0719,,,,,15,
☄,1034.66,504033839,18.438662,-50.209127,45,37,011345.27-501232.8,57906.183,0,0,7,1,1,0.548,,,,,,,,,20.7687,0.0228,20.6196,0.1357,19.9306,0.0645,19.7183,0.0846,19.4347,0.0236,19.223,0.0901,19.0801,0.0671,19.0431,0.1504,15,
☄,1035.45,504034412,19.120124,-50.252613,65,56,011628.82-501509.4,57966.738,0,0,3,1,1,0.524,,,,,,,,,20.5783,0.0306,21.0058,0.2184,19.9762,0.0117,19.834,0.1527,19.5311,0.0146,19.6274,0.167,,,,,15,
