,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,246.61,460714355,152.81202,-80.771771,92,63,101114.88-804618.3,57264.5093,0,0,4,1,1,0.551,,,,,,,,,,,,,18.0019,0.0366,17.9545,0.1481,17.9434,0.0461,18.0426,0.0656,,,,,15,
☄,247.71,460714246,152.84254,-80.897441,39,31,101122.20-805350.7,57208.2117,0,0,11,1,1,0.956,,,,,,,,,17.3938,0.0205,17.52,0.1486,16.9948,0.0447,17.0198,0.0767,16.7434,0.0066,16.7716,0.0259,16.6175,0.0216,16.6992,0.0626,15,
☄,248.24,460713428,153.194325,-80.771768,41,29,101246.63-804618.3,57208.3073,0,6,11,2,1,0.979,,,,,,,,,17.0033,0.0354,16.9699,0.0992,16.4801,0.0091,16.2857,0.0617,16.0147,0.0057,16.0471,0.0157,15.7847,0.0065,15.6972,0.0223,15,
☄,249.99,460714265,152.713146,-80.885731,31,30,101051.15-805308.6,57169.0928,0,0,15,3,1,0.984,,,,,,,,,16.1385,0.0311,16.1372,0.0459,15.7415,0.0166,15.7881,0.0566,15.5137,0.0085,15.5111,0.0217,15.4136,0.0055,15.4398,0.0241,15,
☄,252.19,460714007,153.301039,-80.88452,24,58,101312.24-805304.2,57305.1081,0,0,5,2,1,0.51,,,,,,,,,,,,,,,,,18.0204,0.0397,18.0683,0.2124,17.6508,0.0896,17.761,0.1691,15,
☄,252.31,460713403,153.284963,-80.780046,69,94,101308.39-804648.1,57264.5093,0,0,4,1,1,0.533,,,,,,,,,18.3989,0.0235,18.5709,0.1392,,,,,18.1548,0.0316,18.3894,0.0769,,,,,15,
☄,252.54,460714135,152.644823,-80.874975,52,32,101034.75-805229.9,57264.3781,0,3,8,1,1,0.838,,,,,,,,,18.3454,0.0473,18.2611,0.2013,17.717,0.0165,17.7902,0.1282,17.4117,0.0079,17.5849,0.0533,17.2422,0.0278,17.4343,0.1122,9.9,460714137
☄,252.78,460713433,153.042415,-80.763445,36,36,101210.17-804548.4,57061.5165,0,0,1,1,1,0.375,,,,,,,,,,,,,,,,,,,,,17.8848,0.0373,17.9007,0.1843,15,
☄,253.66,460714104,152.941373,-80.903176,51,46,101145.92-805411.4,57134.6762,0,0,11,2,1,0.976,,,,,,,,,17.3177,0.011,17.3804,0.0677,16.7383,0.022,16.7921,0.0822,16.4333,0.0133,16.4301,0.0249,16.2865,0.0104,16.3288,0.0412,15,
☄,255.04,460713444,152.890278,-80.764695,18,40,101133.66-804552.9,57154.5693,0,3,13,2,1,0.974,,,,,,,,,17.2267,0.0374,17.1245,0.0707,16.8721,0.0509,16.9196,0.0786,16.6726,0.0105,16.6896,0.0657,16.5813,0.0187,16.5698,0.0593,15,
☄,255.06,460714377,152.607306,-80.800286,25,24,101025.75-804801.0,57223.9106,0,0,5,1,1,0.712,,,,,,,,,18.2493,0.0204,18.3054,0.2207,18.1739,0.0232,18.1239,0.175,17.9844,0.015,17.9059,0.0849,,,,,10.5,460714378
☄,255.31,460713396,153.25027,-80.774768,40,26,101300.06-804629.1,57185.8051,0,3,13,2,1,0.964,,,,,,,,,17.3816,0.0139,17.278,0.0952,17.0596,0.0465,17.1798,0.2205,16.8209,0.0067,16.8283,0.0356,16.7414,0.0238,16.8203,0.0438,15,
☄,255.47,460713432,153.096416,-80.764063,44,75,101223.13-804550.6,57264.5095,0,0,4,1,1,0.506,,,,,,,,,,,,,18.2284,0.019,18.3521,0.1698,17.9136,0.0951,17.9984,0.1892,17.9526,0.0266,17.9484,0.2352,15,
☄,255.76,460713961,153.439113,-80.846006,35,35,101345.38-805045.6,57158.5275,0,0,5,1,1,0.701,,,,,,,,,,,,,18.0397,0.0202,18.0647,0.2016,17.7723,0.0193,17.8083,0.0991,,,,,15,
☄,256.02,460714376,152.641098,-80.791218,7,52,101033.86-804728.3,57305.1084,0,0,5,2,1,0.808,,,,,,,,,,,,,,,,,17.6843,0.0117,17.7877,0.0755,17.3243,0.0409,17.4051,0.0804,15,
