,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,745.34,460716399,150.942225,-80.131068,20,21,100346.13-800751.8,57060.6878,4,3148,5,0,1,1,10.0993,0.0157,10.0887,0.024,9.5747,0.0074,9.5784,0.0113,,,,,,,,,,,,,,,,,15,
☄,745.38,460715565,151.770321,-80.11383,36,36,100704.87-800649.7,57061.5165,0,0,1,1,1,0.502,,,,,,,,,,,,,,,,,,,,,17.7058,0.0845,17.0717,0.1383,12.5,460715563
☄,745.9,460716930,150.050301,-79.901672,36,36,100012.07-795406.0,57061.5162,0,0,1,1,1,0.504,,,,,,,,,,,,,,,,,18.0254,0.0283,18.2335,0.1723,,,,,15,
☄,746.32,460717088,150.047812,-79.959827,63,25,100011.47-795735.3,57263.8206,0,0,6,1,1,0.757,,,,,,,,,,,,,17.6459,0.014,17.6209,0.1337,17.211,0.0147,17.1813,0.0883,17.1311,0.0123,17.355,0.0741,11.8,460717089
☄,746.35,460716875,150.146388,-79.844546,7,37,100035.13-795040.3,57273.2316,2,2,11,2,1,0.983,,,,,,,,,16.6889,0.0111,16.7133,0.1413,15.754,0.0183,15.7814,0.0213,14.7866,0.0054,14.7392,0.0237,14.3932,0.0061,14.4046,0.0269,6.7,460716876
☄,746.43,460716870,150.180728,-79.832435,36,48,100043.37-794956.7,57108.4919,0,0,17,1,1,0.983,17.5984,0.0293,17.8776,0.2256,17.2157,0.0221,17.3442,0.0905,15.8004,0.0298,15.8536,0.0312,15.4517,0.0062,15.5143,0.0211,15.2014,0.0064,15.2354,0.0304,15.1169,0.013,15.1441,0.0232,15,
☄,746.55,460716926,150.075356,-79.879211,121,238,100018.08-795245.1,57332.1738,0,0,3,3,1,0.551,,,,,,,,,,,,,,,,,18.0527,0.0179,17.8415,0.08,,,,,15,
☄,746.97,460715608,151.529976,-80.130358,149,211,100607.19-800749.2,57467.5027,0,0,2,2,1,0.457,,,,,,,,,,,,,,,,,18.3807,0.0443,18.4127,0.0654,,,,,15,
☄,747,460658046,150.479899,-79.7688,51,60,100155.17-794607.6,57142.7136,0,0,5,1,1,0.743,,,,,,,,,18.5527,0.0298,18.5124,0.1932,18.0671,0.0287,18.2446,0.2068,17.8066,0.0387,17.8989,0.0927,17.6153,0.029,17.7415,0.1667,8.4,460658045
☄,747.06,460657593,151.466712,-79.726808,84,34,100552.01-794336.5,57223.7011,0,0,5,1,1,0.863,,,,,,,,,,,,,18.277,0.0397,18.3921,0.2822,17.5729,0.0562,17.6839,0.1066,17.3444,0.0218,17.4095,0.0889,15,
