,r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
☄,541.18,483460502,286.813185,-64.627124,20,17,190715.16-643737.6,57002.1453,0,0,22,1,1,0.986,17.5506,0.0539,17.9518,0.1889,17.0775,0.0195,17.2179,0.1484,15.5631,0.0094,15.5608,0.0169,15.1965,0.0057,15.2163,0.0162,14.9831,0.0055,14.998,0.0066,14.9103,0.0049,14.9331,0.0069,15,
☄,541.19,483467965,287.007139,-64.650298,16,17,190801.71-643901.0,56980.9715,0,0,26,3,1,0.995,15.7559,0.0175,15.7869,0.07,15.3771,0.0161,15.4685,0.0336,13.9501,0.0053,13.9644,0.0069,13.6127,0.0053,13.6246,0.0061,13.4365,0.0047,13.4585,0.0054,13.3901,0.0043,13.4163,0.0067,15,
☄,541.26,483460016,286.940792,-64.351839,41,46,190745.79-642106.6,57180.7598,0,0,4,2,1,0.927,,,,,,,,,,,,,,,,,19.1925,0.0307,19.3715,0.0979,19.2124,0.0171,19.2427,0.1448,15,
☄,541.27,483460616,286.90342,-64.64452,23,83,190736.82-643840.2,57180.7598,0,0,4,2,1,0.927,,,,,,,,,,,,,,,,,19.0139,0.0422,19.1017,0.0911,18.7906,0.0109,18.8144,0.131,8,483460615
☄,541.55,483477120,287.34428,-64.474675,10,19,190922.62-642828.8,57028.5895,0,1,21,3,1,0.999,15.512,0.0121,15.5348,0.0393,15.1552,0.0101,15.2107,0.0218,13.9223,0.0073,13.9195,0.0076,13.6261,0.0061,13.6408,0.0081,13.4761,0.0053,13.4944,0.0058,13.4325,0.0056,13.4626,0.0053,9.3,483477121
☄,541.78,483477126,287.34819,-64.487051,47,41,190923.56-642913.3,57180.7598,0,0,4,2,1,0.981,,,,,,,,,,,,,,,,,18.2392,0.0113,18.2149,0.032,18.0502,0.0648,18.0494,0.0509,8.4,483477128
☄,542.06,483476306,287.152888,-64.364655,25,25,190836.69-642152.7,57180.7598,0,0,4,2,1,0.969,,,,,,,,,,,,,,,,,18.7074,0.0176,18.7383,0.0549,18.6559,0.0865,18.4754,0.0984,15,
☄,542.36,483460033,286.99728,-64.349348,57,25,190759.34-642057.6,57180.7487,3,0,2,1,1,0.971,,,,,,,,,,,,,,,,,18.7439,0.0155,18.8563,0.0626,18.6595,0.0259,18.585,0.108,3.2,483460032
☄,542.36,483477065,287.318211,-64.43765,36,36,190916.37-642615.5,57180.748,0,0,1,1,1,0.382,,,,,,,,,,,,,,,,,20.1362,0.1043,19.7815,0.1753,,,,,15,
☄,542.62,483459724,286.65368,-64.478273,12,18,190636.88-642841.7,57033.1031,0,0,28,3,1,1,15.0585,0.0091,15.0543,0.0128,14.6474,0.0061,14.6856,0.0148,13.7371,0.0053,13.7446,0.0063,13.5412,0.0053,13.5576,0.0059,13.4625,0.0043,13.4835,0.0046,13.4667,0.0048,13.5028,0.0062,9.9,483459725
☄,542.77,483460647,286.962432,-64.649903,36,36,190750.98-643859.6,57180.748,0,0,1,1,1,0.694,,,,,,,,,,,,,,,,,19.6802,0.0439,19.5592,0.1262,,,,,15,
☄,542.81,483468204,287.078847,-64.646932,45,57,190818.92-643848.9,57180.7598,0,0,4,2,1,0.783,,,,,,,,,,,,,,,,,19.4896,0.0109,19.5066,0.0767,18.9301,0.053,19.0313,0.114,15,
☄,543.51,483477213,287.310689,-64.570348,42,38,190914.56-643413.2,57048.8281,0,2,11,2,1,0.982,,,,,,,,,17.7803,0.0142,17.8279,0.1274,17.1836,0.0121,17.2452,0.1551,16.9512,0.0189,17.0309,0.0173,16.8415,0.0069,16.9104,0.018,13.4,483477211
☄,543.75,483477121,287.34662,-64.477045,23,31,190923.18-642837.3,57180.7637,1,0,3,1,1,0.975,,,,,,,,,,,,,,,,,18.2512,0.0108,18.3018,0.0458,18.1397,0.0646,18.0999,0.0582,9.3,483477120
☄,544.52,483476445,287.264024,-64.400446,26,34,190903.36-642401.6,57180.7598,0,0,4,2,1,0.977,,,,,,,,,,,,,,,,,18.3847,0.0165,18.4282,0.0598,18.0723,0.0095,18.1982,0.0507,15,
☄,544.72,483459766,286.723131,-64.407051,24,30,190653.55-642425.3,57021.8972,0,0,15,2,1,0.993,,,,,,,,,17.6269,0.1325,17.6036,0.0972,17.3085,0.011,17.2986,0.1051,17.0422,0.0096,17.0621,0.0138,16.9304,0.0161,16.9905,0.0254,15,
☄,544.94,483459176,286.657117,-64.533925,36,36,190637.70-643202.1,57180.748,0,0,1,1,1,0.443,,,,,,,,,,,,,,,,,20.3992,0.0418,20.4188,0.2332,,,,,15,
☄,545.2,483459165,286.6509,-64.519065,13,21,190636.21-643108.6,57027.6658,0,0,29,4,1,0.999,16.2689,0.0177,16.2396,0.0626,15.9759,0.0153,15.9653,0.0703,14.6431,0.0053,14.6622,0.0091,14.3004,0.0053,14.3088,0.0074,14.1087,0.0043,14.136,0.005,14.0683,0.004,14.0976,0.0049,15,
☄,545.25,483459718,286.668215,-64.450005,46,45,190640.37-642700.0,57117.4162,0,0,10,2,1,0.983,,,,,,,,,,,,,18.0727,0.0233,17.8929,0.1592,17.9655,0.0181,18.0368,0.0264,17.9707,0.0364,18.1204,0.0544,15,
