	r_cntr	object_id	raj2000	dej2000	e_raj2000	e_dej2000	smss_j	mean_epoch	flags	nimaflags	ngood	ngood_min	nch_max	class_star	u_psf	e_u_psf	u_petro	e_u_petro	v_psf	e_v_psf	v_petro	e_v_petro	g_psf	e_g_psf	g_petro	e_g_petro	r_psf	e_r_psf	r_petro	e_r_petro	i_psf	e_i_psf	i_petro	e_i_petro	z_psf	e_z_psf	z_petro	e_z_petro	prox	prox_id
☄	456.28	458076598	135.022594	-70.12651	18	50	090005.42-700735.4	57589.9767	0	2	14	2	1	0.963									20.8246	0.0198	21.0068	0.161	19.8966	0.0459	20.0009	0.1449	18.5049	0.0218	18.6465	0.0409	17.9876	0.0319	18.0878	0.0624	12.5	458076597
☄	456.3	458080891	134.638597	-70.028422	37	41	085833.26-700142.3	57703.9523	0	0	10	3	1	0.965									19.6469	0.0166	19.556	0.0384	19.4178	0.011	19.3793	0.0815	19.3421	0.0261	19.3183	0.1548					10.7	458080893
☄	456.49	458072395	135.089025	-69.876929	24	24	090021.36-695236.9	57813.4503	0	0	7	2	1	0.968									19.7764	0.0104	19.822	0.058	19.3688	0.0088	19.3335	0.0538	19.2683	0.0166	19.1945	0.1181					10.7	458072391
☄	456.64	458076997	134.768192	-70.099163	125	39	085904.36-700556.9	57753.2826	3	0	3	1	1	0.726													20.246	0.0161	20.396	0.0973	19.7986	0.0262	20.055	0.2414					4.8	458076996
☄	456.73	458076889	134.931307	-70.124689	18	23	085943.51-700728.8	57587.8413	0	0	18	3	1	0.98									18.8908	0.0066	18.9549	0.0259	18.4195	0.0083	18.4152	0.0197	18.1011	0.0141	18.1231	0.0561	17.9432	0.0135	17.8959	0.0566	3.5	458076888
☄	457.07	458080546	134.714928	-69.918905	28	30	085851.58-695508.0	57767.6892	0	0	9	1	1	0.909									20.1906	0.0178	20.4263	0.0624	19.8442	0.0197	19.97	0.0577	19.6741	0.0749	19.2934	0.1482					11.1	458080545
☄	457.08	458068815	135.328577	-69.941215	40	24	090118.85-695628.3	57722.5522	0	0	13	1	1	0.948									20.1793	0.0173	20.2435	0.0584	19.5029	0.0192	19.636	0.0466	18.9946	0.0473	19.155	0.1304	18.7978	0.0185	18.8671	0.177	11.4	458068818
☄	457.19	458076608	134.948396	-70.125772	29	29	085947.61-700732.7	57601.2821	0	0	15	1	1	0.951									20.6953	0.0254	21.1524	0.2608	19.8005	0.0115	20.0483	0.066	18.8533	0.0108	19.0034	0.0673	18.4748	0.0475	18.7856	0.0944	7.7	458076607
☄	457.19	458072387	135.125742	-69.88055	31	73	090030.17-695249.9	57540.3425	0	0	14	1	1	0.953													20.4181	0.0186	20.5185	0.1458	18.4631	0.0285	18.6163	0.0409	17.7297	0.0221	17.868	0.0531	8.4	458072385
☄	457.5	458080448	134.660028	-69.949044	27	24	085838.40-695656.5	57518.3486	0	0	24	5	1	0.982									18.7448	0.008	18.7631	0.0297	18.0502	0.0064	18.0436	0.015	17.5917	0.0054	17.6311	0.0205	17.455	0.0184	17.5221	0.0405	11.9	458080449
☄	457.52	458077014	134.731338	-70.088001	19	22	085855.52-700516.8	57464.3298	3	5	28	1	1	0.984	18.6454	0.02	18.4984	0.1573	18.2831	0.0596	18.4175	0.1273	16.9032	0.0046	16.8969	0.0068	16.5108	0.0046	16.5198	0.0108	16.2758	0.0072	16.2929	0.0078	16.2007	0.0121	16.2554	0.0169	12.2	458077110
☄	457.57	458068395	135.231667	-69.900767	23	23	090055.60-695402.7	57599.0404	0	0	21	4	1	0.981									18.8905	0.0104	18.9908	0.0205	18.2421	0.0085	18.2968	0.0286	17.8014	0.0058	17.8915	0.0255	17.6625	0.016	17.7882	0.0976	14.5	458068394
☄	457.89	458080450	134.653093	-69.954506	55	31	085836.74-695716.2	57701.3047	0	0	11	3	1	0.859													20.5197	0.0202	20.6119	0.1349	18.9107	0.0244	18.939	0.0579	18.2917	0.0484	18.4591	0.0699	11.1	458080451
☄	458.15	458075855	135.297176	-70.076836	11	28	090111.32-700436.6	57576.8889	0	0	18	4	1	0.98									19.5743	0.0188	19.6147	0.0396	18.6866	0.0228	18.7211	0.0223	17.9569	0.0128	18.0051	0.0305	17.6592	0.0099	17.7364	0.0482	8.1	458075853
☄	458.17	458076595	135.049116	-70.126162	13	32	090011.78-700734.1	57605.6068	0	14	39	4	1	0.996	15.2006	0.0057	15.2084	0.008	14.8073	0.0076	14.8136	0.0076	13.9748	0.0043	13.9651	0.0053	13.7465	0.0046	13.7517	0.0078	13.6256	0.0041	13.6317	0.0102	13.6097	0.004	13.6359	0.0101	7.6	458076124
☄	458.37	458072363	135.192024	-69.891023	13	19	090046.08-695327.6	57588.675	3	4	30	3	1	0.984	18.2995	0.0429	18.4817	0.0946	17.9931	0.0238	18.0014	0.0869	16.4467	0.0048	16.4641	0.0057	16.0584	0.0045	16.0795	0.0055	15.8153	0.0043	15.8429	0.0066	15.75	0.0045	15.7942	0.0093	11.4	458071954
☄	458.87	458076040	135.18144	-70.11143	36	36	090043.54-700641.1	57758.538	3	0	1	1	1	0.943									17.4034	0.0108	17.3414	0.0179													4.3	458076039
☄	458.99	458080483	134.640415	-69.966743	24	23	085833.69-695800.2	57716.8047	3	0	12	1	1	0.977									19.2008	0.0107	19.2108	0.0432	18.82	0.0084	18.8487	0.0461	18.5267	0.0138	18.5368	0.0511	18.3566	0.0201	18.2853	0.0887	4.6	458080484
☄	459.0	458080493	134.633623	-69.97684	14	21	085832.06-695836.6	57537.5854	0	5	54	6	1	0.987	16.6596	0.0166	16.665	0.0234	16.2808	0.0047	16.3	0.0138	15.2118	0.0044	15.2076	0.0043	14.8877	0.005	14.8928	0.0054	14.6979	0.0037	14.7188	0.005	14.6503	0.0034	14.6781	0.0068	10.9	458080492
☄	459.09	458068747	135.326477	-70.061895	32	91	090118.35-700342.8	57752.6339	0	0	4	1	1	0.493													20.6298	0.0276	20.7981	0.0846	19.8839	0.0433	20.4215	0.3013					12.7	458068746
☄	459.15	458072922	134.801516	-69.892136	43	69	085912.36-695331.6	57806.5266	0	0	3	1	1	0.626													20.6865	0.0546	20.4647	0.186	19.5713	0.0877	19.2087	0.153	19.071	0.047	19.4224	0.2032	8.0	458072690
☄	459.17	458068571	135.372445	-69.993924	50	40	090129.38-695938.1	57476.4887	2	5	18	4	1	0.98									18.527	0.0115	18.4571	0.0795	18.2328	0.0079	18.2167	0.0228	18.0371	0.0189	18.1003	0.0424	18.068	0.0483	17.9116	0.1447	5.1	458068572
☄	459.3	458072391	135.09764	-69.876891	20	23	090023.43-695236.8	57555.7831	0	6	16	3	1	0.982									18.8795	0.0144	18.8762	0.024	18.1334	0.0175	18.1316	0.0172	17.6261	0.0104	17.6282	0.0225	17.3985	0.008	17.3459	0.1091	10.7	458072395
☄	459.4	458068870	135.310723	-69.929625	29	21	090114.57-695546.6	57770.2892	1	0	11	1	1	0.976									19.2743	0.0126	19.2425	0.0567	18.6504	0.0282	18.5906	0.1515	18.2701	0.0358	18.279	0.0432	18.0537	0.0403	18.1129	0.0607	7.9	458068871
☄	459.53	458072456	135.055134	-69.873761	37	20	090013.23-695225.5	57679.4181	0	9	18	4	1	0.979									19.1868	0.0215	19.2006	0.0675	18.4795	0.0056	18.4733	0.0465	17.9981	0.0128	18.0138	0.0497	17.7598	0.0365	17.86	0.1161	5.8	458072455
☄	459.55	458080514	134.746293	-69.906554	36	81	085859.11-695423.5	57787.8891	0	0	3	1	1	0.505													20.7906	0.0155	20.8592	0.1401	19.7527	0.0582	20.0633	0.2171					15.0	
☄	460.21	458076607	134.953834	-70.126862	35	36	085948.92-700736.7	57750.6653	0	0	3	1	1	0.488													20.6667	0.0172	21.0111	0.1639	20.0249	0.0151	20.0694	0.2053					7.7	458076608
☄	460.22	458071952	135.213832	-69.895276	13	28	090051.31-695342.9	57807.3324	0	3	16	4	1	0.98									19.4696	0.0111	19.5113	0.0561	18.8199	0.0086	18.8515	0.0257	18.3606	0.0241	18.379	0.0651	18.1804	0.0147	18.2433	0.0683	14.7	458071951
☄	460.32	458077003	134.743807	-70.09331	40	24	085858.51-700535.9	57674.7043	0	0	15	3	1	0.968									19.4865	0.0082	19.4074	0.0387	18.9661	0.007	19.0084	0.0368	18.5523	0.0098	18.5993	0.0541	18.4292	0.0697	18.4256	0.1248	11.7	458077002
☄	460.32	458072683	134.828663	-69.886434	62	30	085918.87-695311.1	57765.4386	0	0	7	3	1	0.736									20.4604	0.0264	20.6977	0.1309	20.1396	0.0246	20.2949	0.0816									10.8	458072679
☄	460.81	458068801	135.354128	-69.958941	36	36	090124.99-695732.1	57750.6166	0	0	1	1	1	0.502													20.8168	0.0959	20.5953	0.1951									7.8	458068808
